match_id,season,start_date,innings,batting_team,bowling_team,striker,runs_off_bat,balls_faced,strike_rate,50s,100s,wicket_status,batter_labels,message,runs_range
1229330,2020,31-08-2020,2,Western Storm,Southern Vipers,N Holland,0,3,0,0,0,out,N Holland (Western Storm),vs Southern Vipers (31/08/2020),<20
1229330,2020,31-08-2020,2,Western Storm,Southern Vipers,NAJ Wraith,7,28,25,0,0,out,NAJ Wraith (Western Storm),vs Southern Vipers (31/08/2020),<20
1229330,2020,31-08-2020,2,Western Storm,Southern Vipers,SN Luff,60,87,68.97,1,0,out,SN Luff (Western Storm),vs Southern Vipers (31/08/2020),50-99
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,A Capsey,11,15,73.33,0,0,out,A Capsey (South East Stars),vs Sunrisers (31/08/2020),<20
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,A Cranstone,0,1,0,0,0,out,A Cranstone (South East Stars),vs Sunrisers (31/08/2020),<20
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,AN Davidson-Richards,61,76,80.26,1,0,out,AN Davidson-Richards (South East Stars),vs Sunrisers (31/08/2020),50-99
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,BF Smith,4,2,200,0,0,out,BF Smith (South East Stars),vs Sunrisers (31/08/2020),<20
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,FR Davies,2,2,100,0,0,not out,FR Davies (South East Stars),vs Sunrisers (31/08/2020),<20
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,HV Jones,3,11,27.27,0,0,out,HV Jones (South East Stars),vs Sunrisers (31/08/2020),<20
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,NE Farrant,37,28,132.14,0,0,out,NE Farrant (South East Stars),vs Sunrisers (31/08/2020),20-49
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,R Southby,7,8,87.5,0,0,not out,R Southby (South East Stars),vs Sunrisers (31/08/2020),<20
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,SE Rowe,39,53,73.58,0,0,out,SE Rowe (South East Stars),vs Sunrisers (31/08/2020),20-49
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,SIR Dunkley,97,119,81.51,1,0,out,SIR Dunkley (South East Stars),vs Sunrisers (31/08/2020),50-99
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,AD Carr,99,113,87.61,1,0,out,AD Carr (Sunrisers),vs South East Stars (31/08/2020),50-99
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,AJ Macleod,0,2,0,0,0,out,AJ Macleod (Sunrisers),vs South East Stars (31/08/2020),<20
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,FC Wilson,29,32,90.62,0,0,out,FC Wilson (Sunrisers),vs South East Stars (31/08/2020),20-49
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,G Scrivens,2,12,16.67,0,0,out,G Scrivens (Sunrisers),vs South East Stars (31/08/2020),<20
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,J Gardner,25,28,89.29,0,0,out,J Gardner (Sunrisers),vs South East Stars (31/08/2020),20-49
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,KL Midwood,0,3,0,0,0,out,KL Midwood (Sunrisers),vs South East Stars (31/08/2020),<20
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,KS Castle,25,48,52.08,0,0,out,KS Castle (Sunrisers),vs South East Stars (31/08/2020),20-49
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,MK Villiers,12,17,70.59,0,0,out,MK Villiers (Sunrisers),vs South East Stars (31/08/2020),<20
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,ND Dattani,2,4,50,0,0,out,ND Dattani (Sunrisers),vs South East Stars (31/08/2020),<20
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,Sonali Patel,7,19,36.84,0,0,out,Sonali Patel (Sunrisers),vs South East Stars (31/08/2020),<20
1229332,2020,31-08-2020,1,Thunder,Central Sparks,A Hartley,0,2,0,0,0,out,A Hartley (Thunder),vs Central Sparks (31/08/2020),<20
1229332,2020,31-08-2020,1,Thunder,Central Sparks,E Threlkeld,7,17,41.18,0,0,out,E Threlkeld (Thunder),vs Central Sparks (31/08/2020),<20
1229332,2020,31-08-2020,1,Thunder,Central Sparks,EL Lamb,6,24,25,0,0,out,EL Lamb (Thunder),vs Central Sparks (31/08/2020),<20
1229332,2020,31-08-2020,1,Thunder,Central Sparks,GEB Boyce,0,4,0,0,0,out,GEB Boyce (Thunder),vs Central Sparks (31/08/2020),<20
1229332,2020,31-08-2020,1,Thunder,Central Sparks,HE Jones,3,8,37.5,0,0,out,HE Jones (Thunder),vs Central Sparks (31/08/2020),<20
1229332,2020,31-08-2020,1,Thunder,Central Sparks,KL Cross,45,73,61.64,0,0,out,KL Cross (Thunder),vs Central Sparks (31/08/2020),20-49
1229332,2020,31-08-2020,1,Thunder,Central Sparks,L Marshall,0,1,0,0,0,out,L Marshall (Thunder),vs Central Sparks (31/08/2020),<20
1229332,2020,31-08-2020,1,Thunder,Central Sparks,N Brown,35,41,85.37,0,0,out,N Brown (Thunder),vs Central Sparks (31/08/2020),20-49
1229332,2020,31-08-2020,1,Thunder,Central Sparks,Olivia Thomas,16,75,21.33,0,0,not out,Olivia Thomas (Thunder),vs Central Sparks (31/08/2020),<20
1229332,2020,31-08-2020,1,Thunder,Central Sparks,S Ecclestone,14,22,63.64,0,0,out,S Ecclestone (Thunder),vs Central Sparks (31/08/2020),<20
1229332,2020,31-08-2020,1,Thunder,Central Sparks,S Turner,1,16,6.25,0,0,out,S Turner (Thunder),vs Central Sparks (31/08/2020),<20
1229332,2020,31-08-2020,2,Central Sparks,Thunder,AE Jones,12,21,57.14,0,0,out,AE Jones (Central Sparks),vs Thunder (31/08/2020),<20
1229332,2020,31-08-2020,2,Central Sparks,Thunder,CK Boycott,5,18,27.78,0,0,out,CK Boycott (Central Sparks),vs Thunder (31/08/2020),<20
1229332,2020,31-08-2020,2,Central Sparks,Thunder,E Jones,27,43,62.79,0,0,out,E Jones (Central Sparks),vs Thunder (31/08/2020),20-49
1229332,2020,31-08-2020,2,Central Sparks,Thunder,GM Davies,1,18,5.56,0,0,out,GM Davies (Central Sparks),vs Thunder (31/08/2020),<20
1229332,2020,31-08-2020,2,Central Sparks,Thunder,M Home,17,40,42.5,0,0,out,M Home (Central Sparks),vs Thunder (31/08/2020),<20
1229332,2020,31-08-2020,2,Central Sparks,Thunder,Marie Kelly,59,101,58.42,1,0,not out,Marie Kelly (Central Sparks),vs Thunder (31/08/2020),50-99
1229332,2020,31-08-2020,2,Central Sparks,Thunder,S Glenn,0,2,0,0,0,out,S Glenn (Central Sparks),vs Thunder (31/08/2020),<20
1229332,2020,31-08-2020,2,Central Sparks,Thunder,TF Brookes,6,27,22.22,0,0,not out,TF Brookes (Central Sparks),vs Thunder (31/08/2020),<20
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,AL MacDonald,28,64,43.75,0,0,out,AL MacDonald (Northern Diamonds),vs Lightning (31/08/2020),20-49
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,BA Langston,8,10,80,0,0,not out,BA Langston (Northern Diamonds),vs Lightning (31/08/2020),<20
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,BAM Heath,3,6,50,0,0,out,BAM Heath (Northern Diamonds),vs Lightning (31/08/2020),<20
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,HJ Armitage,2,11,18.18,0,0,out,HJ Armitage (Northern Diamonds),vs Lightning (31/08/2020),<20
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,JL Gunn,20,57,35.09,0,0,out,JL Gunn (Northern Diamonds),vs Lightning (31/08/2020),20-49
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,KA Levick,7,7,100,0,0,not out,KA Levick (Northern Diamonds),vs Lightning (31/08/2020),<20
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,KH Brunt,5,10,50,0,0,out,KH Brunt (Northern Diamonds),vs Lightning (31/08/2020),<20
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,L Winfield,1,5,20,0,0,out,L Winfield (Northern Diamonds),vs Lightning (31/08/2020),<20
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,LCN Smith,23,24,95.83,0,0,out,LCN Smith (Northern Diamonds),vs Lightning (31/08/2020),20-49
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,NR Sciver,104,121,85.95,0,1,out,NR Sciver (Northern Diamonds),vs Lightning (31/08/2020),>=100
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,SL Kalis,0,2,0,0,0,out,SL Kalis (Northern Diamonds),vs Lightning (31/08/2020),<20
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,B Ellis,6,20,30,0,0,out,B Ellis (Lightning),vs Northern Diamonds (31/08/2020),<20
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,KE Bryce,71,82,86.59,1,0,not out,KE Bryce (Lightning),vs Northern Diamonds (31/08/2020),50-99
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,KL Gordon,2,2,100,0,0,not out,KL Gordon (Lightning),vs Northern Diamonds (31/08/2020),<20
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,LF Higham,0,2,0,0,0,out,LF Higham (Lightning),vs Northern Diamonds (31/08/2020),<20
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,N Harman,0,2,0,0,0,out,N Harman (Lightning),vs Northern Diamonds (31/08/2020),<20
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,RA Fackrell,8,23,34.78,0,0,out,RA Fackrell (Lightning),vs Northern Diamonds (31/08/2020),<20
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,SJ Bryce,57,102,55.88,1,0,out,SJ Bryce (Lightning),vs Northern Diamonds (31/08/2020),50-99
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,T Graves,2,4,50,0,0,out,T Graves (Lightning),vs Northern Diamonds (31/08/2020),<20
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,TT Beaumont,51,73,69.86,1,0,out,TT Beaumont (Lightning),vs Northern Diamonds (31/08/2020),50-99
1229334,2020,05-09-2020,1,Thunder,Central Sparks,A Hartley,5,3,166.67,0,0,not out,A Hartley (Thunder),vs Central Sparks (05/09/2020),<20
1229334,2020,05-09-2020,1,Thunder,Central Sparks,AE Dyson,21,24,87.5,0,0,out,AE Dyson (Thunder),vs Central Sparks (05/09/2020),20-49
1229334,2020,05-09-2020,1,Thunder,Central Sparks,E Threlkeld,22,40,55,0,0,out,E Threlkeld (Thunder),vs Central Sparks (05/09/2020),20-49
1229334,2020,05-09-2020,1,Thunder,Central Sparks,GEB Boyce,27,68,39.71,0,0,out,GEB Boyce (Thunder),vs Central Sparks (05/09/2020),20-49
1229334,2020,05-09-2020,1,Thunder,Central Sparks,L Heap,0,5,0,0,0,out,L Heap (Thunder),vs Central Sparks (05/09/2020),<20
1229334,2020,05-09-2020,1,Thunder,Central Sparks,L Jackson,1,21,4.76,0,0,out,L Jackson (Thunder),vs Central Sparks (05/09/2020),<20
1229334,2020,05-09-2020,1,Thunder,Central Sparks,L Marshall,25,53,47.17,0,0,out,L Marshall (Thunder),vs Central Sparks (05/09/2020),20-49
1229334,2020,05-09-2020,1,Thunder,Central Sparks,N Brown,27,50,54,0,0,out,N Brown (Thunder),vs Central Sparks (05/09/2020),20-49
1229334,2020,05-09-2020,1,Thunder,Central Sparks,Olivia Thomas,0,4,0,0,0,out,Olivia Thomas (Thunder),vs Central Sparks (05/09/2020),<20
1229334,2020,05-09-2020,1,Thunder,Central Sparks,R Duckworth,18,47,38.3,0,0,not out,R Duckworth (Thunder),vs Central Sparks (05/09/2020),<20
1229334,2020,05-09-2020,2,Central Sparks,Thunder,E Jones,90,117,76.92,1,0,out,E Jones (Central Sparks),vs Thunder (05/09/2020),50-99
1229334,2020,05-09-2020,2,Central Sparks,Thunder,GM Davies,37,75,49.33,0,0,out,GM Davies (Central Sparks),vs Thunder (05/09/2020),20-49
1229334,2020,05-09-2020,2,Central Sparks,Thunder,Marie Kelly,21,40,52.5,0,0,not out,Marie Kelly (Central Sparks),vs Thunder (05/09/2020),20-49
1229334,2020,05-09-2020,2,Central Sparks,Thunder,P Davies,2,5,40,0,0,not out,P Davies (Central Sparks),vs Thunder (05/09/2020),<20
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,A Griffiths,43,37,116.22,0,0,out,A Griffiths (Western Storm),vs Sunrisers (05/09/2020),20-49
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,C Nicholas,24,36,66.67,0,0,not out,C Nicholas (Western Storm),vs Sunrisers (05/09/2020),20-49
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,E Corney,6,10,60,0,0,not out,E Corney (Western Storm),vs Sunrisers (05/09/2020),<20
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,FMK Morris,24,36,66.67,0,0,out,FMK Morris (Western Storm),vs Sunrisers (05/09/2020),20-49
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,GM Hennessy,4,9,44.44,0,0,out,GM Hennessy (Western Storm),vs Sunrisers (05/09/2020),<20
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,LA Parfitt,18,32,56.25,0,0,out,LA Parfitt (Western Storm),vs Sunrisers (05/09/2020),<20
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,NAJ Wraith,18,37,48.65,0,0,out,NAJ Wraith (Western Storm),vs Sunrisers (05/09/2020),<20
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,SN Luff,85,122,69.67,1,0,out,SN Luff (Western Storm),vs Sunrisers (05/09/2020),50-99
